Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,no-show-low-cut-socks-for-mens-cotton-casual-sports-athletic-ankle-anti-slide-socks-invisible-casual-ankle-socks-men-short-socks-casual-cotton-socks-6-pairs-black-m-b0c6jjpnxb,"No Show Low Cut Socks for Mens Cotton Casual Sports Athletic Ankle Anti-Slide Socks, Invisible Casual Ankle Socks, Men Short Socks Casual Cotton Socks (6 Pairs) (Black) - M",SYOSI,"No Show Low Cut Socks for Mens Cotton Casual Sports Athletic Ankle Anti-Slide Socks, Invisible Casual Ankle Socks, Men Short Socks Casual Cotton Socks (6 Pairs) (Black) - M by SYOSI. Category: Sportswear. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B0C6JJPNXB",published,https://m.media-amazon.com/images/I/81DVxJpuF+L._AC_UL320_.jpg,500,,,,,,,SYOSI,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HR5SY8EV3ZGYCCZKAH77,TRUE,B0C6JJPNXB,,"No Show Low Cut Socks for Mens Cotton Casual Sports Athletic Ankle Anti-Slide Socks, Invisible Casual Ankle Socks, Men Short Socks Casual Cotton Socks (6 Pairs) (Black) - M",B0C6JJPNXB,B0C6JJPNXB,FALSE,TRUE,500,,,,,,,SYOSI,29.99,32.60,Variant,Default,https://m.media-amazon.com/images/I/81DVxJpuF+L._AC_UL320_.jpg,
,mens-licensed-product-socks-socks-b0cvb8h7yy,mens Licensed Product - Socks Socks,PUMA,mens Licensed Product - Socks Socks by PUMA. Category: Sportswear. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B0CVB8H7YY,published,https://m.media-amazon.com/images/I/61xbDE4Of0L._AC_UL320_.jpg,500,,,,,,,PUMA,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HFQC395C64ZWHBEYT03B,TRUE,B0CVB8H7YY,,mens Licensed Product - Socks Socks,B0CVB8H7YY,B0CVB8H7YY,FALSE,TRUE,500,,,,,,,PUMA,24.84,27.00,Variant,Default,https://m.media-amazon.com/images/I/61xbDE4Of0L._AC_UL320_.jpg,
,unisex-u-everyday-cush-crew-3pr-socks-pack-of-1-b083hkwz95,Unisex U EVERYDAY CUSH CREW 3PR SOCKS (pack of 1),Nike,Unisex U EVERYDAY CUSH CREW 3PR SOCKS (pack of 1) by Nike. Category: Sportswear. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B083HKWZ9,published,https://m.media-amazon.com/images/I/81eRuQ2PXaL._AC_UL320_.jpg,500,,,,,,,Nike,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HEZEPR0EFNQW1495TTRH,TRUE,B083HKWZ95,,Unisex U EVERYDAY CUSH CREW 3PR SOCKS (pack of 1),B083HKWZ95,B083HKWZ95,FALSE,TRUE,500,,,,,,,Nike,55.20,60.00,Variant,Default,https://m.media-amazon.com/images/I/81eRuQ2PXaL._AC_UL320_.jpg,
,3-pack-compression-shorts-men-sports-underwear-spandex-running-shorts-workout-performance-baselayer-athletic-shorts-b07rlqzkzb,3 Pack Compression Shorts Men Sports Underwear Spandex Running Shorts Workout Performance Baselayer Athletic Shorts,Runhit,3 Pack Compression Shorts Men Sports Underwear Spandex Running Shorts Workout Performance Baselayer Athletic Shorts by Runhit. Category: Sportswear. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B07RLQZKZB,published,https://m.media-amazon.com/images/I/71gCGq7FViL._AC_UL320_.jpg,500,,,,,,,Runhit,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HR7NSCAVWQZTY6TFB349,TRUE,B07RLQZKZB,,3 Pack Compression Shorts Men Sports Underwear Spandex Running Shorts Workout Performance Baselayer Athletic Shorts,B07RLQZKZB,B07RLQZKZB,FALSE,TRUE,500,,,,,,,Runhit,45.54,49.50,Variant,Default,https://m.media-amazon.com/images/I/71gCGq7FViL._AC_UL320_.jpg,
,sun-hat-for-men-women-waterproof-wide-brim-bucket-hat-foldable-boonie-hat-for-fishing-hiking-garden-safari-beach-b01j1gq1hy,"Sun Hat for Men/Women, Waterproof Wide Brim Bucket Hat Foldable Boonie Hat for Fishing Hiking Garden Safari Beach",EINSKEY,"Sun Hat for Men/Women, Waterproof Wide Brim Bucket Hat Foldable Boonie Hat for Fishing Hiking Garden Safari Beach by EINSKEY. Category: Sportswear. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B01J1GQ1HY",published,https://m.media-amazon.com/images/I/710O+67h9WL._AC_UL320_.jpg,500,,,,,,,EINSKEY,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HR9G5RKA8FCT14R0YHH7,TRUE,B01J1GQ1HY,,"Sun Hat for Men/Women, Waterproof Wide Brim Bucket Hat Foldable Boonie Hat for Fishing Hiking Garden Safari Beach",B01J1GQ1HY,B01J1GQ1HY,FALSE,TRUE,500,,,,,,,EINSKEY,37.71,40.99,Variant,Default,https://m.media-amazon.com/images/I/710O+67h9WL._AC_UL320_.jpg,
,mens-casual-gym-shorts-with-two-zipper-pockets-drawstring-quick-dry-sports-shorts-good-for-workout-exercise-training-running-and-swimming-b0fc3tc6dr,Mens Casual Gym Shorts with Two Zipper Pockets Drawstring Quick Dry Sports Shorts Good for Workout Exercise Training Running and Swimming,Paratoland,Mens Casual Gym Shorts with Two Zipper Pockets Drawstring Quick Dry Sports Shorts Good for Workout Exercise Training Running and Swimming by Paratoland. Category: Sportswear. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0FC3TC6DR,published,https://m.media-amazon.com/images/I/310QW7mmJzL._AC_UL320_.jpg,500,,,,,,,Paratoland,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRBCF40GSHYFPPQ411VY,TRUE,B0FC3TC6DR,,Mens Casual Gym Shorts with Two Zipper Pockets Drawstring Quick Dry Sports Shorts Good for Workout Exercise Training Running and Swimming,B0FC3TC6DR,B0FC3TC6DR,FALSE,TRUE,500,,,,,,,Paratoland,36.79,39.99,Variant,Default,https://m.media-amazon.com/images/I/310QW7mmJzL._AC_UL320_.jpg,
,5-pairs-mens-no-show-socks-with-non-slip-grips-loafer-sneakers-low-cut-cotton-socks-non-slip-silicon-grip-moisture-wicking-low-cut-invisible-casual-socks-loafer-socks-men-invisible-sock-b0cnljg94b,"5 Pairs Mens No Show Socks With Non Slip Grips,Loafer Sneakers Low Cut Cotton Socks Non-Slip Silicon Grip Moisture Wicking Low Cut Invisible Casual Socks Loafer Socks Men Invisible Sock",Goodern,"5 Pairs Mens No Show Socks With Non Slip Grips,Loafer Sneakers Low Cut Cotton Socks Non-Slip Silicon Grip Moisture Wicking Low Cut Invisible Casual Socks Loafer Socks Men Invisible Sock by Goodern. Category: Sportswear. Rated 3.4 stars. Shop: https://www.amazon.ae/dp/B0CNLJG94B",published,https://m.media-amazon.com/images/I/5127XU5Bt-L._AC_UL320_.jpg,500,,,,,,,Goodern,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRD8VXW7B6ASRWF6DZWK,TRUE,B0CNLJG94B,,"5 Pairs Mens No Show Socks With Non Slip Grips,Loafer Sneakers Low Cut Cotton Socks Non-Slip Silicon Grip Moisture Wicking Low Cut Invisible Casual Socks Loafer Socks Men Invisible Sock",B0CNLJG94B,B0CNLJG94B,FALSE,TRUE,500,,,,,,,Goodern,31.79,34.55,Variant,Default,https://m.media-amazon.com/images/I/5127XU5Bt-L._AC_UL320_.jpg,
,men-s-compression-shirt-slimming-short-sleeve-baselayer-body-shaper-workout-t-shirt-cool-dry-shapewear-undershirt-b07sj5cj2t,Men's Compression Shirt Slimming Short Sleeve Baselayer Body Shaper Workout T-Shirt Cool Dry Shapewear Undershirt,Cacosa,Men's Compression Shirt Slimming Short Sleeve Baselayer Body Shaper Workout T-Shirt Cool Dry Shapewear Undershirt by Cacosa. Category: Sportswear. Rated 3.5 stars. Shop: https://www.amazon.ae/dp/B07SJ5CJ2T,published,https://m.media-amazon.com/images/I/61rcyc9lPGL._AC_UL320_.jpg,500,,,,,,,Cacosa,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRF47MRDA4V0RK7HQJPC,TRUE,B07SJ5CJ2T,,Men's Compression Shirt Slimming Short Sleeve Baselayer Body Shaper Workout T-Shirt Cool Dry Shapewear Undershirt,B07SJ5CJ2T,B07SJ5CJ2T,FALSE,TRUE,500,,,,,,,Cacosa,26.88,29.22,Variant,Default,https://m.media-amazon.com/images/I/61rcyc9lPGL._AC_UL320_.jpg,
,low-cut-socks-for-men-premium-long-staple-cotton-6-pairs-b0bd8jx5n4,"Low Cut Socks for Men, Premium Long-Staple Cotton (6-Pairs)",Dress Cici,"Low Cut Socks for Men, Premium Long-Staple Cotton (6-Pairs) by Dress Cici. Category: Sportswear. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0BD8JX5N4",published,https://m.media-amazon.com/images/I/71UvrhLSCYL._AC_UL320_.jpg,500,,,,,,,Dress Cici,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HQT4NB6RCAKC569BAD3V,TRUE,B0BD8JX5N4,,"Low Cut Socks for Men, Premium Long-Staple Cotton (6-Pairs)",B0BD8JX5N4,B0BD8JX5N4,FALSE,TRUE,500,,,,,,,Dress Cici,36.70,39.89,Variant,Default,https://m.media-amazon.com/images/I/71UvrhLSCYL._AC_UL320_.jpg,
,men-s-gym-shorts-with-zippered-pockets-quick-dry-running-athletic-shorts-lightweight-sports-basketball-workout-shorts-summer-activewear-for-men-s-xxl-b0czxd74d6,"Men's Gym Shorts with Zippered Pockets, Quick Dry Running Athletic Shorts, Lightweight Sports Basketball Workout Shorts Summer Activewear for Men S-XXL",gratulatio,"Men's Gym Shorts with Zippered Pockets, Quick Dry Running Athletic Shorts, Lightweight Sports Basketball Workout Shorts Summer Activewear for Men S-XXL by gratulatio. Category: Sportswear. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B0CZXD74D6",published,https://m.media-amazon.com/images/I/510dR5hpalL._AC_UL320_.jpg,500,,,,,,,gratulatio,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRH1X4DCXC9MKF3D69A9,TRUE,B0CZXD74D6,,"Men's Gym Shorts with Zippered Pockets, Quick Dry Running Athletic Shorts, Lightweight Sports Basketball Workout Shorts Summer Activewear for Men S-XXL",B0CZXD74D6,B0CZXD74D6,FALSE,TRUE,500,,,,,,,gratulatio,41.40,45.00,Variant,Default,https://m.media-amazon.com/images/I/510dR5hpalL._AC_UL320_.jpg,
,hi-tech-performance-athletic-socks-badminton-running-gym-indoor-training-pack-of-3-b08wh4p8h9,"Hi-Tech Performance Athletic Socks (Badminton, Running, Gym & Indoor Training), Pack of 3",BLITZSOX,"Hi-Tech Performance Athletic Socks (Badminton, Running, Gym & Indoor Training), Pack of 3 by BLITZSOX. Category: Sportswear. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B08WH4P8H9",published,https://m.media-amazon.com/images/I/91lDYam5W1L._AC_UL320_.jpg,500,,,,,,,BLITZSOX,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRJXAQJKCF36BS8SPJPJ,TRUE,B08WH4P8H9,,"Hi-Tech Performance Athletic Socks (Badminton, Running, Gym & Indoor Training), Pack of 3",B08WH4P8H9,B08WH4P8H9,FALSE,TRUE,500,,,,,,,BLITZSOX,34.49,37.49,Variant,Default,https://m.media-amazon.com/images/I/91lDYam5W1L._AC_UL320_.jpg,
,mens-ankle-athletic-socks-low-cut-breathable-running-socks-comfort-sports-trainer-socks-cotton-casual-non-slip-no-show-socks-for-men-and-women-invisible-crew-boat-socks-eur44-49-6pairs-b0b6vgmxmx,"Mens Ankle Athletic Socks, Low Cut Breathable Running Socks, Comfort Sports Trainer Socks, Cotton Casual Non-Slip No Show Socks for Men and Women, Invisible Crew Boat Socks, EUR44-49, 6Pairs",SYOSI,"Mens Ankle Athletic Socks, Low Cut Breathable Running Socks, Comfort Sports Trainer Socks, Cotton Casual Non-Slip No Show Socks for Men and Women, Invisible Crew Boat Socks, EUR44-49, 6Pairs by SYOSI. Category: Sportswear. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B0B6VGMXMX",published,https://m.media-amazon.com/images/I/712aPPoSrlL._AC_UL320_.jpg,500,,,,,,,SYOSI,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HR5SY8EV3ZGYCCZKAH77,TRUE,B0B6VGMXMX,,"Mens Ankle Athletic Socks, Low Cut Breathable Running Socks, Comfort Sports Trainer Socks, Cotton Casual Non-Slip No Show Socks for Men and Women, Invisible Crew Boat Socks, EUR44-49, 6Pairs",B0B6VGMXMX,B0B6VGMXMX,FALSE,TRUE,500,,,,,,,SYOSI,45.08,49.00,Variant,Default,https://m.media-amazon.com/images/I/712aPPoSrlL._AC_UL320_.jpg,
,men-s-dri-fit-park-3-football-shorts-b07w6yj9cb,Men's Dri-fit Park 3 Football Shorts,Nike,Men's Dri-fit Park 3 Football Shorts by Nike. Category: Sportswear. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B07W6YJ9CB,published,https://m.media-amazon.com/images/I/41C49csZSRL._AC_UL320_.jpg,500,,,,,,,Nike,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HEZEPR0EFNQW1495TTRH,TRUE,B07W6YJ9CB,,Men's Dri-fit Park 3 Football Shorts,B07W6YJ9CB,B07W6YJ9CB,FALSE,TRUE,500,,,,,,,Nike,61.64,67.00,Variant,Default,https://m.media-amazon.com/images/I/41C49csZSRL._AC_UL320_.jpg,
,100-cotton-athletic-crew-socks-for-men-odor-proof-mid-calf-breathable-suitable-for-basketball-football-b0dfgvmqd7,100% cotton Athletic Crew Socks for men Odor Proof Mid-Calf Breathable suitable for basketball football,Lullaxx,100% cotton Athletic Crew Socks for men Odor Proof Mid-Calf Breathable suitable for basketball football by Lullaxx. Category: Sportswear. Rated 3.9 stars. Shop: https://www.amazon.ae/dp/B0DFGVMQD7,published,https://m.media-amazon.com/images/I/71l4lDsZ0HL._AC_UL320_.jpg,500,,,,,,,Lullaxx,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HR01ZVTM488JYYWM8ACP,TRUE,B0DFGVMQD7,,100% cotton Athletic Crew Socks for men Odor Proof Mid-Calf Breathable suitable for basketball football,B0DFGVMQD7,B0DFGVMQD7,FALSE,TRUE,500,,,,,,,Lullaxx,27.59,29.99,Variant,Default,https://m.media-amazon.com/images/I/71l4lDsZ0HL._AC_UL320_.jpg,
,breathable-bamboo-anti-bacterial-ankle-socks-5-pair-gift-box-set-soft-odor-resistant-one-size-off-white-uae-ksa-b0f33mz3xh,"Breathable Bamboo Anti-Bacterial Ankle Socks, 5-Pair Gift Box Set – Soft, Odor-Resistant, One Size, Off White (UAE/KSA)",Fil3rd,"Breathable Bamboo Anti-Bacterial Ankle Socks, 5-Pair Gift Box Set – Soft, Odor-Resistant, One Size, Off White (UAE/KSA) by Fil3rd. Category: Sportswear. Shop: https://www.amazon.ae/dp/B0F33MZ3XH",published,https://m.media-amazon.com/images/I/613dVKmnBaL._AC_UL320_.jpg,500,,,,,,,Fil3rd,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRMWEKNZY1FH882QRTQD,TRUE,B0F33MZ3XH,,"Breathable Bamboo Anti-Bacterial Ankle Socks, 5-Pair Gift Box Set – Soft, Odor-Resistant, One Size, Off White (UAE/KSA)",B0F33MZ3XH,B0F33MZ3XH,FALSE,TRUE,500,,,,,,,Fil3rd,19.32,21.00,Variant,Default,https://m.media-amazon.com/images/I/613dVKmnBaL._AC_UL320_.jpg,
,men-s-2-piece-t-shirt-jacket-and-shorts-leisure-exercise-sports-set-b0b63kb41c,Men's 2-Piece T-Shirt Jacket and Shorts Leisure Exercise Sports Set,N\P,Men's 2-Piece T-Shirt Jacket and Shorts Leisure Exercise Sports Set by N\P. Category: Sportswear. Rated 2.1 stars. Shop: https://www.amazon.ae/dp/B0B63KB41C,published,https://m.media-amazon.com/images/I/51UcypMYStL._AC_UL320_.jpg,500,,,,,,,N\P,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRQ1C2P1G7Z9TT6N351Q,TRUE,B0B63KB41C,,Men's 2-Piece T-Shirt Jacket and Shorts Leisure Exercise Sports Set,B0B63KB41C,B0B63KB41C,FALSE,TRUE,500,,,,,,,N\P,71.76,78.00,Variant,Default,https://m.media-amazon.com/images/I/51UcypMYStL._AC_UL320_.jpg,
,mens-short-sets-2-piece-outfits-fashion-loose-fit-sweatsuits-workout-summer-casual-tracksuit-b0c2y787lw,Mens Short Sets 2 Piece Outfits Fashion Loose Fit Sweatsuits Workout Summer Casual Tracksuit,Opomelo,Mens Short Sets 2 Piece Outfits Fashion Loose Fit Sweatsuits Workout Summer Casual Tracksuit by Opomelo. Category: Sportswear. Rated 2.9 stars. Shop: https://www.amazon.ae/dp/B0C2Y787LW,published,https://m.media-amazon.com/images/I/61QphdV2JjL._AC_UL320_.jpg,500,,,,,,,Opomelo,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMX40ZVA1KTS06ZZVQFT,ptag_01KCC4HRS8JANP8A3F6F2SGQS4,TRUE,B0C2Y787LW,,Mens Short Sets 2 Piece Outfits Fashion Loose Fit Sweatsuits Workout Summer Casual Tracksuit,B0C2Y787LW,B0C2Y787LW,FALSE,TRUE,500,,,,,,,Opomelo,45.91,49.90,Variant,Default,https://m.media-amazon.com/images/I/61QphdV2JjL._AC_UL320_.jpg,
,water-shoes-for-women-men-outdoor-beach-shoes-swimming-aqua-socks-quick-dry-snorkeling-shoes-surfing-yoga-pool-exercise-water-shoes-size-34-45-black-b0d93f98bc,"Water Shoes for Women Men, Outdoor Beach Shoes Swimming Aqua Socks Quick Dry Snorkeling Shoes Surfing Yoga Pool Exercise Water Shoes Size 34-45, Black",SKY-TOUCH,"Water Shoes for Women Men, Outdoor Beach Shoes Swimming Aqua Socks Quick Dry Snorkeling Shoes Surfing Yoga Pool Exercise Water Shoes Size 34-45, Black by SKY-TOUCH. Category: Shoes. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0D93F98BC",published,https://m.media-amazon.com/images/I/71nGHD7yzJL._AC_UL320_.jpg,500,,,,,,,SKY-TOUCH,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HGMNDHD6CAA03YG2KC54,TRUE,B0D93F98BC,,"Water Shoes for Women Men, Outdoor Beach Shoes Swimming Aqua Socks Quick Dry Snorkeling Shoes Surfing Yoga Pool Exercise Water Shoes Size 34-45, Black",B0D93F98BC,B0D93F98BC,FALSE,TRUE,500,,,,,,,SKY-TOUCH,20.02,21.76,Variant,Default,https://m.media-amazon.com/images/I/71nGHD7yzJL._AC_UL320_.jpg,
,water-shoes-for-women-men-kids-barefoot-quick-dry-aqua-water-socks-slip-on-swim-beach-shoes-for-snorkeling-surfing-kayaking-beach-walking-yoga-b0816gttt8,"Water Shoes for Women Men Kids, Barefoot Quick-Dry Aqua Water Socks Slip-on Swim Beach Shoes for Snorkeling Surfing Kayaking Beach Walking Yoga",JOTO,"Water Shoes for Women Men Kids, Barefoot Quick-Dry Aqua Water Socks Slip-on Swim Beach Shoes for Snorkeling Surfing Kayaking Beach Walking Yoga by JOTO. Category: Shoes. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B0816GTTT8",published,https://m.media-amazon.com/images/I/71tEB4XoiYL._AC_UL320_.jpg,500,,,,,,,JOTO,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HGCXZ1Q4ZSAQAZFH00F6,TRUE,B0816GTTT8,,"Water Shoes for Women Men Kids, Barefoot Quick-Dry Aqua Water Socks Slip-on Swim Beach Shoes for Snorkeling Surfing Kayaking Beach Walking Yoga",B0816GTTT8,B0816GTTT8,FALSE,TRUE,500,,,,,,,JOTO,24.83,26.99,Variant,Default,https://m.media-amazon.com/images/I/71tEB4XoiYL._AC_UL320_.jpg,
,nampa-groton-mens-work-shoe-b077813sf6,Nampa-Groton mens Work Shoe,Skechers,Nampa-Groton mens Work Shoe by Skechers. Category: Shoes. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B077813SF6,published,https://m.media-amazon.com/images/I/816ZVBvIKfL._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B077813SF6,,Nampa-Groton mens Work Shoe,B077813SF6,B077813SF6,FALSE,TRUE,500,,,,,,,Skechers,153.58,166.93,Variant,Default,https://m.media-amazon.com/images/I/816ZVBvIKfL._AC_UL320_.jpg,
,unisex-s-top-color-flip-flop-b078gh9tmw,Unisex's Top Color Flip-Flop,Havaianas,Unisex's Top Color Flip-Flop by Havaianas. Category: Shoes. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B078GH9TMW,published,https://m.media-amazon.com/images/I/61HuwU19eDL._AC_UL320_.jpg,500,,,,,,,Havaianas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HRV50TE4JG3E3KBHZ71Y,TRUE,B078GH9TMW,,Unisex's Top Color Flip-Flop,B078GH9TMW,B078GH9TMW,FALSE,TRUE,500,,,,,,,Havaianas,63.70,69.24,Variant,Default,https://m.media-amazon.com/images/I/61HuwU19eDL._AC_UL320_.jpg,
,track-mens-shoes-b0d6pql288,TRACK mens Shoes,Skechers,TRACK mens Shoes by Skechers. Category: Shoes. Rated 4.9 stars. Shop: https://www.amazon.ae/dp/B0D6PQL288,published,https://m.media-amazon.com/images/I/718daTyWtjL._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B0D6PQL288,,TRACK mens Shoes,B0D6PQL288,B0D6PQL288,FALSE,TRUE,500,,,,,,,Skechers,0.00,0.00,Variant,Default,https://m.media-amazon.com/images/I/718daTyWtjL._AC_UL320_.jpg,
,crocs-classic-clog-unisex-adult-clog-b001526rfo,Crocs Classic Clog unisex-adult Clog,Crocs,Crocs Classic Clog unisex-adult Clog by Crocs. Category: Shoes. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B001526RFO,published,https://m.media-amazon.com/images/I/61kuoM3sRaL._AC_UL320_.jpg,500,,,,,,,Crocs,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HPM168HMJX6X79SK2V0P,TRUE,B001526RFO,,Crocs Classic Clog unisex-adult Clog,B001526RFO,B001526RFO,FALSE,TRUE,500,,,,,,,Crocs,88.75,96.47,Variant,Default,https://m.media-amazon.com/images/I/61kuoM3sRaL._AC_UL320_.jpg,
,nivia-appeal-3-0-badmintion-shoe-moon-lite-mens-nivia-appeal-3-0-badmintion-shoes-b0chvmy99r,Nivia Appeal 3.0 Badmintion Shoe - Moon Lite mens NIVIA APPEAL 3.0 BADMINTION SHOES,Nivia,Nivia Appeal 3.0 Badmintion Shoe - Moon Lite mens NIVIA APPEAL 3.0 BADMINTION SHOES by Nivia. Category: Shoes. Rated 3.8 stars. Shop: https://www.amazon.ae/dp/B0CHVMY99R,published,https://m.media-amazon.com/images/I/711CH+-n0NL._AC_UL320_.jpg,500,,,,,,,Nivia,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HRX08QFM3W9ASEGBARF9,TRUE,B0CHVMY99R,,Nivia Appeal 3.0 Badmintion Shoe - Moon Lite mens NIVIA APPEAL 3.0 BADMINTION SHOES,B0CHVMY99R,B0CHVMY99R,FALSE,TRUE,500,,,,,,,Nivia,44.56,48.43,Variant,Default,https://m.media-amazon.com/images/I/711CH+-n0NL._AC_UL320_.jpg,
,dsffd-mens-memory-foam-house-slippers-full-toe-soft-non-slip-comfortable-indoor-warm-slipper-for-bedroom-outdoor-slipper-shoes-gray-44-45eu-b0bl42wl5b,"DSFFD Mens Memory Foam House-Slippers, Full Toe Soft Non-Slip Comfortable Indoor Warm Slipper, for Bedroom Outdoor Slipper Shoes,Gray,44/45EU",DSFFD,"DSFFD Mens Memory Foam House-Slippers, Full Toe Soft Non-Slip Comfortable Indoor Warm Slipper, for Bedroom Outdoor Slipper Shoes,Gray,44/45EU by DSFFD. Category: Shoes. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B0BL42WL5B",published,https://m.media-amazon.com/images/I/61BE8-fMbpL._AC_UL320_.jpg,500,,,,,,,DSFFD,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMZ31SZ0GYTJ5SG0NR7Q,ptag_01KCC4HRYZRCS53ZM4PKPBBB7Y,TRUE,B0BL42WL5B,,"DSFFD Mens Memory Foam House-Slippers, Full Toe Soft Non-Slip Comfortable Indoor Warm Slipper, for Bedroom Outdoor Slipper Shoes,Gray,44/45EU",B0BL42WL5B,B0BL42WL5B,FALSE,TRUE,500,,,,,,,DSFFD,28.18,30.63,Variant,Default,https://m.media-amazon.com/images/I/61BE8-fMbpL._AC_UL320_.jpg,
